checking;duration;history;purpose;amount;employed;installp;marital;coapp;resident;property;age;other;housing;existcr;job;depends;telephon;foreign;savings;good_bad;Target
4;21;2;1;5248;3;1;3;1;3;3;26;3;2;1;3;1;1;1;5;good;0
4;15;2;1;3029;4;2;3;1;2;3;33;3;2;1;3;1;1;1;1;good;0
1;6;2;2;428;5;2;2;1;1;2;49;1;2;1;3;1;2;1;1;good;0
1;18;2;0;976;2;1;2;1;2;3;23;3;2;1;2;1;1;1;1;bad;1
2;12;2;9;841;4;2;2;1;4;1;23;3;1;1;2;1;1;1;2;good;0
4;30;4;3;5771;4;4;2;1;2;3;25;3;2;2;3;1;1;1;1;good;0
4;12;3;5;1555;5;4;3;1;4;4;55;3;3;2;3;2;1;1;4;bad;1
1;24;2;0;1285;4;4;2;1;4;4;32;3;1;1;3;1;1;1;5;bad;1
3;6;4;0;1299;3;1;3;1;1;1;74;3;2;3;1;2;1;2;1;good;0
3;15;4;3;1271;3;3;3;1;4;4;39;3;3;2;3;1;2;1;5;bad;1
4;24;2;0;1393;3;2;3;3;2;1;31;3;2;1;3;1;2;1;1;good;0
1;12;4;0;691;5;4;3;1;3;2;35;3;2;2;3;1;1;1;1;bad;1
4;15;4;0;5045;5;1;2;1;4;3;59;3;2;1;3;1;2;1;5;good;0
1;18;4;2;2124;3;4;2;1;4;1;24;3;1;2;3;1;1;1;1;bad;1
1;12;2;3;2214;3;4;3;1;3;2;24;3;2;1;2;1;1;1;1;good;0
4;21;4;0;12680;5;4;3;1;4;4;30;3;3;1;4;1;2;1;5;bad;1
4;24;4;0;2463;4;4;4;1;3;2;27;3;2;2;3;1;2;1;2;good;0
2;12;2;3;1155;5;3;4;3;3;1;40;1;2;2;2;1;1;1;1;good;0
1;30;2;2;3108;2;2;1;1;4;2;31;3;2;1;2;1;1;1;1;bad;1
4;10;2;1;2901;2;1;2;1;4;1;31;3;1;1;3;1;1;1;5;good;0
2;12;4;2;3617;5;1;3;1;4;3;28;3;1;3;3;1;2;1;1;good;0
4;12;4;3;1655;5;2;3;1;4;1;63;3;2;2;2;1;2;1;1;good;0
1;24;2;1;2812;5;2;2;1;4;1;26;3;1;1;3;1;1;1;5;good;0
1;36;4;6;8065;3;3;2;1;2;4;25;3;2;2;4;1;2;1;1;bad;1
4;21;4;1;3275;5;1;3;1;4;3;36;3;2;1;4;1;2;1;1;good;0
4;24;4;3;2223;5;4;3;1;4;2;52;1;2;2;3;1;1;1;2;good;0
3;12;4;0;1480;1;2;3;1;4;4;66;1;3;3;1;1;1;1;3;good;0
1;24;2;0;1371;3;4;2;1;4;1;25;3;1;1;3;1;1;1;5;bad;1
4;36;4;0;3535;4;4;3;1;4;3;37;3;2;2;3;1;2;1;1;good;0
1;18;2;3;3509;4;4;2;3;1;1;25;3;2;1;3;1;1;1;1;good;0
4;36;4;1;5711;5;4;3;1;2;3;38;3;2;2;4;1;2;1;4;good;0
2;18;2;5;3872;1;2;2;1;4;3;67;3;2;1;3;1;2;1;1;good;0
2;39;4;3;4933;4;2;3;3;2;1;25;3;2;2;3;1;1;1;1;bad;1
4;24;4;0;1940;5;4;3;1;4;1;60;3;2;1;3;1;2;1;4;good;0
2;12;0;8;1410;3;2;3;1;2;1;31;3;2;1;2;1;2;1;1;good;0
2;12;2;0;836;2;4;2;1;2;2;23;1;2;1;2;1;1;1;2;bad;1
2;20;2;1;6468;1;1;1;1;4;1;60;3;2;1;4;1;2;1;5;good;0
2;18;2;9;1941;3;4;3;1;2;2;35;3;2;1;2;1;2;1;4;good;0
4;22;2;3;2675;5;3;3;1;4;3;40;3;2;1;3;1;1;1;3;good;0
4;48;4;1;2751;5;4;3;1;3;3;38;3;2;2;3;2;2;1;5;good;0
2;48;3;6;6224;5;4;3;1;4;4;50;3;3;1;3;1;1;1;1;bad;1
1;40;4;6;5998;3;4;3;1;3;4;27;1;2;1;3;1;2;1;1;bad;1
2;21;2;9;1188;5;2;2;1;4;2;39;3;2;1;3;2;1;1;1;bad;1
4;24;2;1;6313;5;3;3;1;4;3;41;3;2;1;4;2;2;1;5;good;0
4;6;4;2;1221;3;1;4;1;2;2;27;3;2;2;3;1;1;1;5;good;0
3;24;2;2;2892;5;3;1;1;4;4;51;3;3;1;3;1;1;1;1;good;0
4;24;2;2;3062;5;4;3;1;3;4;32;3;1;1;3;1;2;1;3;good;0
4;9;2;2;2301;2;2;2;1;4;2;22;3;1;1;3;1;1;1;2;good;0
1;18;2;1;7511;5;1;3;1;4;2;51;3;3;1;3;2;2;1;5;bad;1
4;12;4;2;1258;2;2;2;1;4;2;22;3;1;2;2;1;1;1;1;good;0
4;24;3;0;717;5;4;4;1;4;3;54;3;2;2;3;1;2;1;5;good;0
2;9;2;0;1549;2;4;3;1;2;1;35;3;2;1;1;1;1;1;5;good;0
4;24;4;6;1597;5;4;3;1;4;4;54;3;3;2;3;2;1;1;1;good;0
2;18;4;3;1795;5;3;2;3;4;1;48;1;1;2;2;1;2;1;1;good;0
1;20;4;2;4272;5;1;2;1;4;2;24;3;2;2;3;1;1;1;1;good;0
4;12;4;3;976;5;4;3;1;4;3;35;3;2;2;3;1;1;1;5;good;0
2;12;2;0;7472;1;1;2;1;2;1;24;3;1;1;1;1;1;1;5;good;0
1;36;2;0;9271;4;2;3;1;1;3;24;3;2;1;3;1;2;1;1;bad;1
2;6;2;3;590;2;3;4;1;3;1;26;3;2;1;2;1;1;2;1;good;0
4;12;4;3;930;5;4;3;1;4;1;65;3;2;4;3;1;1;1;5;good;0
2;42;1;1;9283;1;1;3;1;2;4;55;1;3;1;4;1;2;1;1;good;0
2;15;0;0;1778;2;2;2;1;1;1;26;3;1;2;1;1;1;1;1;bad;1
2;8;2;9;907;2;3;4;1;2;1;26;3;2;1;3;1;2;1;1;good;0
2;6;2;3;484;4;3;4;3;3;1;28;1;2;1;2;1;1;1;1;good;0
1;36;4;1;9629;4;4;3;1;4;3;24;3;2;2;3;1;2;1;1;bad;1
1;48;2;4;3051;3;3;3;1;4;3;54;3;2;1;3;1;1;1;1;bad;1
1;48;2;0;3931;4;4;3;1;4;4;46;3;3;1;3;2;1;1;1;bad;1
2;36;3;0;7432;3;2;2;1;2;2;54;3;1;1;3;1;1;1;1;good;0
4;6;2;4;1338;3;1;1;1;4;1;62;3;2;1;3;1;1;1;3;good;0
4;6;4;3;1554;4;1;2;1;2;3;24;3;1;2;3;1;2;1;1;good;0
1;36;2;0;15857;1;2;1;2;3;3;43;3;2;1;4;1;1;1;1;good;0
1;18;2;3;1345;3;4;4;1;3;1;26;1;2;1;3;1;1;1;1;bad;1
4;12;2;0;1101;3;3;4;1;2;1;27;3;2;2;3;1;2;1;1;good;0
3;12;2;3;3016;3;3;4;1;1;3;24;3;2;1;3;1;1;1;1;good;0
1;36;2;2;2712;5;2;3;1;2;2;41;1;2;1;3;2;1;1;1;bad;1
1;8;4;0;731;5;4;3;1;4;1;47;3;2;2;2;1;1;1;1;good;0
4;18;4;2;3780;2;3;1;1;2;3;35;3;2;2;4;1;2;1;1;good;0
1;21;4;0;1602;5;4;4;1;3;3;30;3;2;2;3;1;2;1;1;good;0
1;18;4;0;3966;5;1;2;1;4;1;33;1;1;3;3;1;2;1;1;bad;1
4;18;0;9;4165;3;2;3;1;2;3;36;2;2;2;3;2;1;1;1;bad;1
1;36;2;1;8335;5;3;3;1;4;4;47;3;3;1;3;1;1;1;5;bad;1
2;48;3;9;6681;3;4;3;1;4;4;38;3;3;1;3;2;2;1;5;good;0
4;24;3;9;2375;3;4;3;1;2;3;44;3;2;2;3;2;2;1;3;good;0
1;18;2;0;1216;2;4;2;1;3;3;23;3;1;1;3;1;2;1;1;bad;1
1;45;0;9;11816;5;2;3;1;4;3;29;3;1;2;3;1;1;1;1;bad;1
2;24;2;3;5084;5;2;2;1;4;3;42;3;2;1;3;1;2;1;5;good;0
3;15;2;3;2327;2;2;2;1;3;1;25;3;2;1;2;1;1;1;1;bad;1
1;12;0;0;1082;3;4;3;1;4;3;48;1;2;2;3;1;1;1;1;bad;1
4;12;2;3;886;3;4;2;1;2;3;21;3;2;1;3;1;1;1;5;good;0
4;4;2;2;601;2;1;2;1;3;1;23;3;1;1;2;2;1;1;1;good;0
1;24;4;1;2957;5;4;3;1;4;2;63;3;2;2;3;1;2;1;1;good;0
4;24;4;3;2611;5;4;4;2;3;1;46;3;2;2;3;1;1;1;1;good;0
1;36;2;2;5179;4;4;3;1;2;2;29;3;2;1;3;1;1;1;1;bad;1
4;21;3;1;2993;3;3;3;1;2;1;28;2;2;2;2;1;1;1;1;good;0
4;18;2;5;1943;2;4;2;1;4;1;23;3;2;1;3;1;1;1;1;bad;1
4;24;1;9;1559;4;4;3;1;4;3;50;1;2;1;3;1;2;1;1;good;0
4;18;2;2;3422;5;4;3;1;4;2;47;1;2;3;3;2;2;1;1;good;0
2;21;2;2;3976;4;2;3;1;3;3;35;3;2;1;3;1;2;1;5;good;0
4;18;2;0;6761;3;2;3;1;4;3;68;3;1;2;3;1;1;1;5;bad;1
4;24;2;0;1249;2;4;4;1;2;1;28;3;2;1;3;1;1;1;1;good;0
1;9;2;3;1364;4;3;3;1;4;1;59;3;2;1;3;1;1;1;1;good;0
1;12;2;3;709;5;4;3;1;4;1;57;2;2;1;2;1;1;1;1;bad;1
1;20;4;0;2235;3;4;4;3;2;2;33;1;1;2;3;1;1;2;1;bad;1
4;24;4;1;4042;4;3;3;1;4;2;43;3;2;2;3;1;2;1;5;good;0
4;15;4;3;1471;3;4;3;1;4;4;35;3;3;2;3;1;2;1;1;good;0
1;18;1;0;1442;4;4;3;1;4;4;32;3;3;2;2;2;1;1;1;bad;1
4;36;3;0;10875;5;2;3;1;2;3;45;3;2;2;3;2;2;1;1;good;0
4;24;2;0;1474;2;4;4;1;3;1;33;3;2;1;3;1;2;1;2;good;0
4;10;2;8;894;4;4;2;1;3;2;40;3;2;1;3;1;2;1;5;good;0
4;15;4;2;3343;3;4;3;1;2;4;28;3;3;1;3;1;2;1;1;good;0
1;15;2;0;3959;3;3;2;1;2;2;29;3;2;1;3;1;2;1;1;bad;1
4;9;2;0;3577;3;1;3;3;2;1;26;3;1;1;3;2;1;2;2;good;0
4;24;4;1;5804;3;4;3;1;2;1;27;3;2;2;3;1;1;1;4;good;0
4;18;3;9;2169;3;4;4;1;2;3;28;3;2;1;3;1;2;1;1;bad;1
1;24;2;3;2439;2;4;2;1;4;1;35;3;2;1;3;1;2;1;1;bad;1
4;27;4;2;4526;2;4;3;1;2;1;32;2;2;2;2;2;2;1;4;good;0
4;10;2;2;2210;3;2;3;1;2;1;25;1;1;1;2;1;1;1;1;bad;1
4;15;2;2;2221;3;2;2;1;4;3;20;3;1;1;3;1;1;1;3;good;0
1;18;2;3;2389;2;4;2;1;1;3;27;2;2;1;3;1;1;1;1;good;0
4;12;4;2;3331;5;2;3;1;4;2;42;2;2;1;3;1;1;1;1;good;0
4;36;2;9;7409;5;3;3;1;2;2;37;3;2;2;3;1;1;1;5;good;0
1;12;2;2;652;5;4;2;1;4;2;24;3;1;1;3;1;1;1;1;good;0
4;36;3;2;7678;4;2;2;1;4;3;40;3;2;2;3;1;2;1;3;good;0
3;6;4;0;1343;5;1;3;1;4;1;46;3;2;2;3;2;1;2;1;good;0
1;24;4;9;1382;4;4;3;1;1;1;26;3;2;2;3;1;2;1;2;good;0
4;15;2;4;874;2;4;2;1;1;1;24;3;2;1;3;1;1;1;5;good;0
1;12;2;2;3590;3;2;3;2;2;2;29;3;2;1;2;2;1;1;1;good;0
2;11;4;0;1322;3;4;2;1;4;3;40;3;2;2;3;1;1;1;4;good;0
1;18;1;3;1940;2;3;3;2;4;4;36;1;3;1;4;1;2;1;1;good;0
4;36;2;3;3595;5;4;3;1;2;3;28;3;2;1;3;1;1;1;1;good;0
1;9;2;0;1422;2;3;3;1;2;4;27;3;3;1;4;1;2;1;1;bad;1
4;30;4;3;6742;4;2;3;1;3;2;36;3;2;2;3;1;1;1;5;good;0
4;24;2;1;7814;4;3;3;1;3;3;38;3;2;1;4;1;2;1;1;good;0
4;24;2;1;9277;3;2;1;1;4;4;48;3;3;1;3;1;2;1;5;good;0
2;30;4;0;2181;5;4;3;1;4;1;36;3;2;2;3;1;1;1;5;good;0
4;18;4;3;1098;1;4;2;1;4;3;65;3;2;2;1;1;1;1;1;good;0
2;24;2;2;4057;4;3;1;1;3;3;43;3;2;1;3;1;2;1;1;bad;1
1;12;2;6;795;2;4;2;1;4;2;53;3;2;1;3;1;1;1;1;bad;1
2;24;4;9;2825;4;4;3;1;3;4;34;3;2;2;3;2;2;1;5;good;0
2;48;2;9;15672;3;2;3;1;2;3;23;3;2;1;3;1;2;1;1;bad;1
4;36;4;0;6614;5;4;3;1;4;3;34;3;2;2;4;1;2;1;1;good;0
4;28;1;1;7824;2;3;3;3;4;1;40;1;1;2;3;2;2;1;5;good;0
1;27;4;9;2442;5;4;3;1;4;3;43;2;2;4;4;2;2;1;1;good;0
4;15;4;3;1829;5;4;3;1;4;3;46;3;2;2;3;1;2;1;1;good;0
1;12;4;0;2171;3;4;3;1;4;2;38;1;2;2;2;1;1;2;1;good;0
2;36;4;1;5800;3;3;3;1;4;3;34;3;2;2;3;1;2;1;1;good;0
4;18;4;3;1169;3;4;3;1;3;2;29;3;2;2;3;1;2;1;5;good;0
4;36;3;1;8947;4;3;3;1;2;3;31;2;2;1;4;2;2;1;5;good;0
1;21;2;3;2606;2;4;2;1;4;2;28;3;1;1;4;1;2;1;1;good;0
4;12;4;2;1592;4;3;2;1;2;2;35;3;2;1;3;1;1;2;4;good;0
4;15;2;2;2186;4;1;2;1;4;1;33;1;1;1;2;1;1;1;5;good;0
1;18;2;2;4153;3;2;3;2;3;3;42;3;2;1;3;1;1;1;1;bad;1
1;16;4;0;2625;5;2;3;3;4;2;43;1;1;1;3;1;2;1;1;bad;1
4;20;4;0;3485;2;2;1;1;4;1;44;3;2;2;3;1;2;1;5;good;0
4;36;4;1;10477;5;2;3;1;4;4;42;3;3;2;3;1;1;1;5;good;0
4;15;2;3;1386;3;4;4;1;2;1;40;3;1;1;3;1;2;1;5;good;0
4;24;2;3;1278;5;4;3;1;1;1;36;3;2;1;4;1;2;1;1;good;0
1;12;2;3;1107;3;2;3;1;2;1;20;3;1;1;4;2;2;1;1;good;0
1;21;2;0;3763;4;2;3;2;2;1;24;3;2;1;2;1;1;2;5;good;0
2;36;2;6;3711;3;2;4;1;2;3;27;3;2;1;3;1;1;1;5;good;0
4;15;3;1;3594;2;1;2;1;2;2;46;3;2;2;2;1;1;1;1;good;0
2;9;2;0;3195;3;1;2;1;2;1;33;3;2;1;2;1;1;1;5;good;0
4;36;3;3;4454;3;4;2;1;4;1;34;3;2;2;3;1;1;1;1;good;0
2;24;4;2;4736;2;2;2;1;4;3;25;1;2;1;2;1;1;1;1;bad;1
2;30;2;3;2991;5;2;2;1;4;3;25;3;2;1;3;1;1;1;5;good;0
4;11;2;9;2142;5;1;1;1;2;1;28;3;2;1;3;1;2;1;4;good;0
1;24;1;9;3161;3;4;3;1;2;2;31;3;1;1;3;1;2;1;1;bad;1
2;48;0;0;18424;3;1;2;1;2;2;32;1;2;1;4;1;2;2;1;bad;1
4;10;2;1;2848;3;1;3;2;2;1;32;3;2;1;3;2;1;1;2;good;0
1;6;2;0;14896;5;1;3;1;4;4;68;1;2;1;4;1;2;1;1;bad;1
1;24;2;2;2359;1;1;1;1;1;2;33;3;2;1;3;1;1;1;2;bad;1
1;24;2;2;3345;5;4;3;1;2;2;39;3;1;1;4;1;2;1;1;bad;1
4;18;4;2;1817;3;4;2;1;2;4;28;3;2;2;3;1;1;1;1;good;0
4;48;3;3;12749;4;4;3;1;1;3;37;3;2;1;4;1;2;1;3;good;0
1;9;2;3;1366;2;3;2;1;4;2;22;3;1;1;3;1;1;1;1;bad;1
2;12;2;0;2002;4;3;3;1;4;2;30;3;1;1;3;2;2;1;1;good;0
1;24;1;2;6872;2;2;1;1;1;2;55;1;2;1;3;1;2;1;1;bad;1
1;12;1;0;697;2;4;3;1;2;3;46;1;2;2;3;1;2;1;1;bad;1
1;18;4;2;1049;2;4;2;1;4;2;21;3;1;1;3;1;1;1;1;good;0
1;48;2;1;10297;4;4;3;1;4;4;39;2;3;3;3;2;2;1;1;bad;1
4;30;2;3;1867;5;4;3;1;4;3;58;3;2;1;3;1;2;1;5;good;0
1;12;3;0;1344;3;4;3;1;2;1;43;3;2;2;2;2;1;1;1;good;0
1;24;2;2;1747;2;4;3;2;1;2;24;3;2;1;2;1;1;2;1;good;0
2;9;2;3;1670;2;4;2;1;2;3;22;3;2;1;3;1;2;1;1;bad;1
4;9;4;0;1224;3;3;3;1;1;1;30;3;2;2;3;1;1;1;1;good;0
4;12;4;3;522;5;4;3;1;4;2;42;3;2;2;3;2;2;1;3;good;0
1;12;2;3;1498;3;4;2;1;1;3;23;1;2;1;3;1;1;1;1;good;0
2;30;3;3;1919;2;4;3;1;3;4;30;2;2;2;4;1;1;1;2;bad;1
3;9;2;3;745;3;3;2;1;2;1;28;3;2;1;2;1;1;1;1;bad;1
2;6;2;3;2063;2;4;4;1;3;3;30;3;1;1;4;1;2;1;1;good;0
2;60;2;6;6288;3;4;3;1;4;4;42;3;3;1;3;1;1;1;1;bad;1
4;24;4;1;6842;3;2;3;1;4;2;46;3;2;2;4;2;2;1;5;good;0
4;12;2;0;3527;2;2;3;1;3;2;45;3;2;1;4;2;2;1;5;good;0
4;10;2;0;1546;3;3;3;1;2;1;31;3;2;1;2;2;1;2;1;good;0
4;24;2;2;929;4;4;3;1;2;3;31;2;2;1;3;1;2;1;5;good;0
4;4;4;0;1455;4;2;3;1;1;1;42;3;2;3;2;2;1;1;1;good;0
1;15;2;2;1845;2;4;2;3;1;2;46;3;1;1;3;1;1;1;1;good;0
2;48;0;0;8358;2;1;2;1;1;3;30;3;2;2;3;1;1;1;3;good;0
1;24;1;2;3349;2;4;3;1;4;4;30;3;3;1;3;2;2;1;3;bad;1
4;12;2;0;2859;1;4;3;1;4;4;38;3;2;1;4;1;2;1;5;good;0
4;18;2;2;1533;2;4;4;2;1;2;43;3;2;1;2;2;1;1;1;bad;1
4;24;2;3;3621;5;2;3;1;4;3;31;3;2;2;3;1;1;1;2;bad;1
2;18;4;9;3590;1;3;4;1;3;3;40;3;2;3;1;2;2;1;1;good;0
1;36;3;9;2145;4;2;3;1;1;3;24;3;2;2;3;1;2;1;1;bad;1
2;24;2;1;4113;2;3;2;1;4;3;28;3;1;1;3;1;1;1;3;bad;1
4;36;2;2;10974;1;4;2;1;2;3;26;3;2;2;4;1;2;1;1;bad;1
1;12;2;0;1893;3;4;2;3;4;2;29;3;2;1;3;1;2;1;1;good;0
1;24;4;3;1231;5;4;2;1;4;2;57;3;1;2;4;1;2;1;4;good;0
3;30;4;3;3656;5;4;3;1;4;2;49;2;2;2;2;1;1;1;5;good;0
2;9;4;3;1154;5;2;3;1;4;1;37;3;2;3;2;1;1;1;1;good;0
1;28;2;0;4006;3;3;3;1;2;3;45;3;2;1;2;1;1;1;1;bad;1
2;24;2;2;3069;5;4;3;1;4;4;30;3;3;1;3;1;1;1;2;good;0
4;6;4;3;1740;5;2;4;1;2;1;30;3;1;2;3;1;1;1;1;good;0
2;21;3;0;2353;3;1;1;1;4;2;47;3;2;2;3;1;1;1;1;good;0
4;15;2;0;3556;3;3;3;1;2;4;29;3;2;1;3;1;1;1;5;good;0
4;24;2;3;2397;5;3;3;1;2;3;35;1;2;2;3;1;2;1;3;bad;1
2;6;2;5;454;2;3;4;1;1;2;22;3;2;1;2;1;1;1;1;good;0
2;30;2;3;1715;3;4;2;1;1;3;26;3;2;1;3;1;1;1;5;good;0
2;27;4;3;2520;3;4;3;1;2;2;23;3;2;2;2;1;1;1;3;bad;1
4;15;2;3;3568;5;4;2;1;2;3;54;1;1;1;4;1;2;1;1;good;0
4;42;2;3;7166;4;2;4;1;4;2;29;3;1;1;3;1;2;1;5;good;0
1;11;4;0;3939;3;1;3;1;2;1;40;3;2;2;2;2;1;1;1;good;0
2;15;2;5;1514;3;4;3;3;2;1;22;3;2;1;3;1;1;1;2;good;0
4;24;2;0;7393;3;1;3;1;4;2;43;3;2;1;2;2;1;1;1;good;0
1;24;1;0;1193;1;1;2;2;4;4;29;3;1;2;1;1;1;1;1;bad;1
1;60;2;9;7297;5;4;3;2;4;4;36;3;1;1;3;1;1;1;1;bad;1
4;30;4;3;2831;3;4;2;1;2;3;33;3;2;1;3;1;2;1;1;good;0
3;24;2;3;1258;3;3;2;1;3;3;57;3;2;1;2;1;1;1;3;good;0
2;6;2;3;753;3;2;2;3;3;1;64;3;2;1;3;1;1;1;1;good;0
2;18;3;9;2427;5;4;3;1;2;2;42;3;2;2;3;1;1;1;5;good;0
4;24;3;0;2538;5;4;3;1;4;3;47;3;2;2;2;2;1;1;1;bad;1
2;15;1;0;1264;3;2;4;1;2;2;25;3;1;1;3;1;1;1;2;bad;1
2;30;4;2;8386;4;2;3;1;2;2;49;3;2;1;3;1;1;1;1;bad;1
4;48;2;9;4844;1;3;3;1;2;3;33;1;1;1;4;1;2;1;1;bad;1
3;21;2;0;2923;3;1;2;1;1;3;28;1;2;1;4;1;2;1;2;good;0
1;36;2;1;8229;3;2;3;1;2;2;26;3;2;1;3;2;1;1;1;bad;1
4;24;4;2;2028;4;2;3;1;2;2;30;3;2;2;2;1;1;1;1;good;0
1;15;4;2;1433;3;4;2;1;3;2;25;3;1;2;3;1;1;1;1;good;0
3;42;0;9;6289;2;2;1;1;1;2;33;3;2;2;3;1;1;1;1;good;0
4;13;2;3;1409;1;2;2;1;4;1;64;3;2;1;3;1;1;1;2;good;0
1;24;2;1;6579;1;4;3;1;2;4;29;3;3;1;4;1;2;1;1;good;0
2;24;4;3;1743;5;4;3;1;2;2;48;3;2;2;2;1;1;1;1;good;0
4;12;4;6;3565;2;2;3;1;1;2;37;3;2;2;2;2;1;1;5;good;0
4;15;1;3;1569;5;4;3;1;4;3;34;1;2;1;2;2;1;1;2;good;0
1;18;2;3;1936;4;2;4;1;4;3;23;3;1;2;2;1;1;1;5;good;0
1;36;2;2;3959;1;4;3;1;3;2;30;3;2;1;4;1;2;1;1;good;0
4;12;2;0;2390;5;4;3;1;3;3;50;3;2;1;3;1;2;1;5;good;0
4;12;2;2;1736;4;3;2;1;4;1;31;3;2;1;2;1;1;1;1;good;0
1;30;2;1;3857;3;4;1;1;4;2;40;3;2;1;4;1;2;1;1;good;0
4;12;2;3;804;5;4;3;1;4;3;38;3;2;1;3;1;1;1;1;good;0
1;45;2;3;1845;3;4;3;1;4;4;23;3;3;1;3;1;2;1;1;bad;1
2;45;4;1;4576;1;3;3;1;4;3;27;3;2;1;3;1;1;1;2;good;0
